origin,tp_year,tp_10,year,month,day,date,decimalLat,decimalLon,GPS,taxa,UTM_ZONE_C,site_10,count
NHM Denmark,1970-1979,8,1976,8,10,10/08/1976,55.896009,8.214225,"55.896009, 8.214225",Myrmica_scabrinodis,MG59,277,1
NHM Denmark,1970-1979,8,1976,8,12,12/08/1976,55.89449,8.20875,"55.89449, 8.20875",Formica_cinerea,MG59,277,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_fusca,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_fusca,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_fusca,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_fusca,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_fusca,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_fusca,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Formica_sanguinea,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,7,07/04/1977,55.993184,8.74179,"55.993184, 8.74179",Myrmica_lobicornis,MH80,254,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,10,10/04/1977,55.949731,8.8772,"55.949731, 8.8772",Formica_uralensis,MH90,255,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,4,17,17/04/1977,56.01356,9.696184,"56.01356, 9.696184",Formica_pratensis,NH40,260,1
NHM Denmark,1970-1979,8,1977,5,2,02/05/1977,55.717718,11.001375,"55.717718, 11.001375",Formica_fusca,PG27,345,1
NHM Denmark,1970-1979,8,1977,5,2,02/05/1977,55.717718,11.001375,"55.717718, 11.001375",Formica_fusca,PG27,345,1
NHM Denmark,1970-1979,8,1977,5,2,02/05/1977,55.717718,11.001375,"55.717718, 11.001375",Formica_fusca,PG27,345,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Formica_polyctena,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,17,17/05/1977,55.817892,12.560429,"55.817892, 12.560429",Myrmica_ruginodis,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,18,18/05/1977,55.817892,12.560429,"55.817892, 12.560429",Myrmica_ruginodis,UB48,328,1
NHM Denmark,1970-1979,8,1977,5,27,27/05/1977,55.518456,8.235439,"55.518456, 8.235439",Formica_cinerea,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,27,27/05/1977,55.518456,8.235439,"55.518456, 8.235439",Formica_cinerea,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,27,27/05/1977,55.518456,8.235439,"55.518456, 8.235439",Formica_fusca,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,27,27/05/1977,55.518456,8.235439,"55.518456, 8.235439",Formica_fusca,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,27,27/05/1977,55.518456,8.235439,"55.518456, 8.235439",Formica_rufa,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,27,27/05/1977,55.518456,8.235439,"55.518456, 8.235439",Myrmica_scabrinodis,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,27,27/05/1977,55.518456,8.235439,"55.518456, 8.235439",Myrmica_scabrinodis,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,27,27/05/1977,55.518456,8.235439,"55.518456, 8.235439",Myrmica_scabrinodis,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,29,29/05/1977,55.518456,8.235439,"55.518456, 8.235439",Formica_polyctena,MG55,388,1
NHM Denmark,1970-1979,8,1977,5,29,29/05/1977,55.518456,8.235439,"55.518456, 8.235439",Myrmica_scabrinodis,MG55,388,1
NHM Denmark,1970-1979,8,1977,6,27,27/06/1977,55.518456,8.235439,"55.518456, 8.235439",Formica_cinerea,MG55,388,1
NHM Denmark,1970-1979,8,1977,7,12,12/07/1977,55.488232,8.284651,"55.488232, 8.284651",Formica_cinerea,MG54,414,1
NHM Denmark,1970-1979,8,1977,7,12,12/07/1977,55.538816,8.217124,"55.538816, 8.217124",Formica_fusca,MG55,388,1
NHM Denmark,1970-1979,8,1977,7,12,12/07/1977,55.538816,8.217124,"55.538816, 8.217124",Formica_sanguinea,MG55,388,1
NHM Denmark,1970-1979,8,1977,7,12,12/07/1977,55.538816,8.217124,"55.538816, 8.217124",Lasius_niger,MG55,388,1
NHM Denmark,1970-1979,8,1977,7,12,12/07/1977,55.488232,8.284651,"55.488232, 8.284651",Lasius_niger,MG54,414,1
NHM Denmark,1970-1979,8,1977,7,12,12/07/1977,55.488232,8.284651,"55.488232, 8.284651",Myrmica_rubra,MG54,414,1
NHM Denmark,1970-1979,8,1977,7,12,12/07/1977,55.538816,8.217124,"55.538816, 8.217124",Tetramorium_caespitum,MG55,388,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,14,14/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_sanguinea,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_fusca,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,15,15/07/1977,57.724965,10.579183,"57.724965, 10.579183",Formica_rufa,NJ99,3,1
NHM Denmark,1970-1979,8,1977,7,18,18/07/1977,55.534679,8.247089,"55.534679, 8.247089",Myrmica_scabrinodis,MG55,388,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Leptothorax_acervorum,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Myrmica_sabuleti,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Myrmica_sabuleti,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,19,19/07/1977,57.68918,10.42575,"57.68918, 10.42575",Myrmica_sabuleti,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_pressilabris,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_pressilabris,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_pressilabris,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_pressilabris,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_pressilabris,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_pressilabris,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_pressilabris,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_pressilabris,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,7,21,21/07/1977,57.68918,10.42575,"57.68918, 10.42575",Formica_rufa,NJ89,2,1
NHM Denmark,1970-1979,8,1977,8,3,03/08/1977,55.93517,11.580804,"55.93517, 11.580804",Myrmica_ruginodis,PH60,269,1
NHM Denmark,1970-1979,8,1977,8,3,03/08/1977,55.93517,11.580804,"55.93517, 11.580804",Myrmica_ruginodis,PH60,269,1
NHM Denmark,1970-1979,8,1977,8,3,03/08/1977,55.93517,11.580804,"55.93517, 11.580804",Myrmica_ruginodis,PH60,269,1
NHM Denmark,1970-1979,8,1977,8,3,03/08/1977,55.93517,11.580804,"55.93517, 11.580804",Myrmica_ruginodis,PH60,269,1
NHM Denmark,1970-1979,8,1977,8,3,03/08/1977,55.93517,11.580804,"55.93517, 11.580804",Myrmica_ruginodis,PH60,269,1
NHM Denmark,1970-1979,8,1977,8,11,11/08/1977,55.886559,8.208886,"55.886559, 8.208886",Tetramorium_caespitum,MG59,277,1
NHM Denmark,1970-1979,8,1977,8,24,24/08/1977,55.717718,11.001375,"55.717718, 11.001375",Tetramorium_caespitum,PG27,345,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Formica_fusca,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Formica_fusca,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Lasius_niger,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,17,17/07/1978,56.711799,11.554523,"56.711799, 11.554523",Myrmica_ruginodis,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,18,18/07/1978,56.711799,11.554523,"56.711799, 11.554523",Formica_fusca,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,18,18/07/1978,56.711799,11.554523,"56.711799, 11.554523",Formica_fusca,PH58,119,1
NHM Denmark,1970-1979,8,1978,7,18,18/07/1978,56.711799,11.554523,"56.711799, 11.554523",Myrmica_ruginodis,PH58,119,1
C. Skøtt,1970-1979,8,1979,4,19,19/04/1979,56.065035,9.085978,"56.065035, 9.085978",Lasius_niger,NH01,235,1
C. Skøtt,1970-1979,8,1979,5,3,03/05/1979,56.068216,9.382517,"56.068216, 9.382517",Lasius_niger,NH21,237,1
NHM Denmark,1970-1979,8,1979,7,1,01/07/1979,57.316832,11.083799,"57.316832, 11.083799",Formica_cinerea,PJ25,28,1
NHM Denmark,1970-1979,8,1979,7,1,01/07/1979,57.316832,11.083799,"57.316832, 11.083799",Formica_cinerea,PJ25,28,1
NHM Denmark,1970-1979,8,1979,7,1,01/07/1979,57.316832,11.083799,"57.316832, 11.083799",Formica_cinerea,PJ25,28,1
NHM Denmark,1970-1979,8,1979,7,1,01/07/1979,57.316832,11.083799,"57.316832, 11.083799",Formica_fusca,PJ25,28,1
