origin,detections,visit,Year,tp_year
NHM Denmark,1,"2451988-08-1856.033807, 12.054928",1988,1980-1989
NHM Denmark,1,"2451988-08-1856.041467, 12.037034",1988,1980-1989
NHM Denmark,3,"2651988-08-0955.94957, 10.57559",1988,1980-1989
NHM Denmark,1,"2651988-08-0955.989747, 10.56077",1988,1980-1989
NHM Denmark,3,"2651988-08-1055.94957, 10.57559",1988,1980-1989
NHM Denmark,1,"3171988-06-0255.769872, 10.551086",1988,1980-1989
NHM Denmark,2,"3281988-08-1555.777602, 12.47277",1988,1980-1989
NHM Denmark,1,"3551988-03-2455.686817, 12.573934",1988,1980-1989
NHM Denmark,1,"6251988-11-1154.740148, 11.563791",1988,1980-1989
NHM Denmark,1,"1821989-06-1456.377443, 9.655179",1989,1980-1989
NHM Denmark,1,"2181989-06-1656.144441, 9.611984",1989,1980-1989
NHM Denmark,1,"21989-09-2757.648194, 10.405875",1989,1980-1989
NHM Denmark,1,"2241989-05-2456.116759, 10.524738",1989,1980-1989
NHM Denmark,3,"2241989-05-2456.198379, 10.557544",1989,1980-1989
NHM Denmark,1,"2241989-05-2556.116759, 10.524738",1989,1980-1989
NHM Denmark,1,"2241989-05-2656.198379, 10.557544",1989,1980-1989
NHM Denmark,1,"2241989-05-2656.204247, 10.529754",1989,1980-1989
NHM Denmark,3,"2371989-06-1656.048976, 9.441235",1989,1980-1989
NHM Denmark,1,"2371989-06-1656.065678, 9.465143",1989,1980-1989
NHM Denmark,5,"2381989-06-1256.076228, 9.633965",1989,1980-1989
NHM Denmark,1,"2381989-06-1356.076228, 9.633965",1989,1980-1989
NHM Denmark,2,"2441989-07-1856.006043, 11.988249",1989,1980-1989
NHM Denmark,1,"3001989-05-1555.847871, 12.309418",1989,1980-1989
NHM Denmark,2,"3171989-05-2955.769872, 10.551086",1989,1980-1989
NHM Denmark,1,"3171989-06-1855.782677, 10.585504",1989,1980-1989
NHM Denmark,2,"31989-09-2557.713614, 10.550527",1989,1980-1989
NHM Denmark,2,"31989-09-2757.708792, 10.520346",1989,1980-1989
NHM Denmark,2,"481989-09-2357.132243, 10.022347",1989,1980-1989
NHM Denmark,1,"481989-09-2457.132243, 10.022347",1989,1980-1989
NHM Denmark,1,"2451990-03-3156.033807, 12.054928",1990,1990-1999
NHM Denmark,1,"2651990-08-2355.989747, 10.56077",1990,1990-1999
NHM Denmark,1,"2901990-08-2655.87075, 10.588577",1990,1990-1999
NHM Denmark,1,"2971990-10-0355.907007, 11.97694",1990,1990-1999
NHM Denmark,1,"3001990-04-1555.912786, 12.358243",1990,1990-1999
NHM Denmark,1,"3001990-06-0155.844281, 12.42213",1990,1990-1999
NHM Denmark,1,"3001990-07-2055.90308, 12.351732",1990,1990-1999
NHM Denmark,1,"3001990-08-1255.844281, 12.42213",1990,1990-1999
NHM Denmark,2,"3001990-08-1855.90308, 12.351732",1990,1990-1999
NHM Denmark,1,"3001990-09-2355.849556, 12.355921",1990,1990-1999
NHM Denmark,2,"3171990-08-2455.769872, 10.551086",1990,1990-1999
NHM Denmark,2,"31990-09-2857.721336, 10.529354",1990,1990-1999
NHM Denmark,1,"3281990-11-1455.786534, 12.569818",1990,1990-1999
NHM Denmark,1,"2451991-10-0456.041467, 12.037034",1991,1990-1999
NHM Denmark,1,"2651991-08-1555.989747, 10.56077",1991,1990-1999
NHM Denmark,3,"2681991-08-0255.920114, 11.535002",1991,1990-1999
NHM Denmark,2,"2691991-08-0555.932713, 11.605359",1991,1990-1999
NHM Denmark,1,"3001991-04-1555.912786, 12.358243",1991,1990-1999
NHM Denmark,1,"3001991-09-1055.849556, 12.355921",1991,1990-1999
NHM Denmark,1,"3171991-08-1555.769872, 10.551086",1991,1990-1999
NHM Denmark,1,"3281991-09-0955.777602, 12.47277",1991,1990-1999
NHM Denmark,1,"2451992-06-2656.033807, 12.054928",1992,1990-1999
NHM Denmark,1,"2471992-03-2256.016647, 12.336314",1992,1990-1999
NHM Denmark,1,"2651992-06-1855.989747, 10.56077",1992,1990-1999
NHM Denmark,2,"2651992-06-2055.94957, 10.57559",1992,1990-1999
NHM Denmark,1,"2701992-07-3155.950415, 11.750643",1992,1990-1999
NHM Denmark,1,"3001992-04-1555.912786, 12.358243",1992,1990-1999
NHM Denmark,2,"3001992-05-1555.90308, 12.351732",1992,1990-1999
NHM Denmark,1,"3001992-06-1455.90308, 12.351732",1992,1990-1999
NHM Denmark,1,"3001992-07-1955.90308, 12.351732",1992,1990-1999
NHM Denmark,2,"3001992-09-1155.90308, 12.351732",1992,1990-1999
NHM Denmark,1,"3171992-06-1955.769872, 10.551086",1992,1990-1999
NHM Denmark,1,"3521992-09-0955.690313, 12.016678",1992,1990-1999
NHM Denmark,1,"21993-07-0557.663065, 10.394442",1993,1990-1999
NHM Denmark,1,"2651993-06-1155.94957, 10.57559",1993,1990-1999
NHM Denmark,1,"3001993-04-1555.912786, 12.358243",1993,1990-1999
NHM Denmark,1,"3001993-09-1155.90308, 12.351732",1993,1990-1999
NHM Denmark,1,"3171993-06-1455.769872, 10.551086",1993,1990-1999
NHM Denmark,1,"3171993-06-1755.769872, 10.551086",1993,1990-1999
NHM Denmark,1,"2651994-06-0855.989747, 10.56077",1994,1990-1999
NHM Denmark,1,"2651994-06-1055.946281, 10.568787",1994,1990-1999
NHM Denmark,1,"2691994-08-0255.93517, 11.580804",1994,1990-1999
NHM Denmark,1,"3001994-04-1555.912786, 12.358243",1994,1990-1999
NHM Denmark,1,"3001994-09-1155.90308, 12.351732",1994,1990-1999
NHM Denmark,1,"1611995-03-2956.410327, 9.358063",1995,1990-1999
NHM Denmark,1,"2391995-07-2456.105174, 9.685058",1995,1990-1999
NHM Denmark,1,"2691995-07-1355.932713, 11.605359",1995,1990-1999
NHM Denmark,1,"3001995-09-1155.90308, 12.351732",1995,1990-1999
NHM Denmark,2,"3281995-08-1055.777602, 12.47277",1995,1990-1999
NHM Denmark,1,"5461995-03-2655.107989, 14.899542",1995,1990-1999
NHM Denmark,3,"2691996-08-0255.93517, 11.580804",1996,1990-1999
NHM Denmark,1,"3271996-05-2955.752135, 12.442797",1996,1990-1999
NHM Denmark,1,"2441997-07-2556.006043, 11.988249",1997,1990-1999
NHM Denmark,5,"2691997-08-0355.93517, 11.580804",1997,1990-1999
NHM Denmark,1,"2691998-08-0155.93517, 11.580804",1998,1990-1999
NHM Denmark,1,"2691998-08-0355.93517, 11.580804",1998,1990-1999
NHM Denmark,1,"2871998-08-0455.858123, 9.847595",1998,1990-1999
NHM Denmark,1,"1022003-10-0956.83243, 10.244618",2003,2000-2009
NHM Denmark,1,"2702004-03-0355.967745, 11.858966",2004,2000-2009
S. Schär,2,"1742011-07-0356.34, 8.51",2011,2010-2019
S. Schär,2,"1742011-07-0756.34, 8.51",2011,2010-2019
S. Schär,1,"282011-05-0157.29, 11.14",2011,2010-2019
S. Schär,1,"282011-08-0157.29, 11.14",2011,2010-2019
S. Schär,1,"282011-08-0357.29, 11.05",2011,2010-2019
S. Schär,1,"282011-08-1657.34, 11.15",2011,2010-2019
S. Schär,1,"282011-08-1857.31269, 11.10586",2011,2010-2019
S. Schär,1,"3012011-07-1655.84, 12.56",2011,2010-2019
S. Schär,1,"3072011-07-0455.84, 8.96",2011,2010-2019
EuroAnts,19,"2442012-09-0256.01241, 11.9915",2012,2010-2019
EuroAnts,4,"3262012-09-0255.82071, 12.2371",2012,2010-2019
EuroAnts,11,"3282012-09-0255.8267, 12.5619",2012,2010-2019
S. Schär,5,"2442012-09-0256.03, 11.98",2012,2010-2019
S. Schär,2,"2462012-07-2556.03, 12.14",2012,2010-2019
S. Schär,1,"3012012-09-0255.84, 12.56",2012,2010-2019
S. Schär,1,"3012012-09-2055.84, 12.48",2012,2010-2019
S. Schär,1,"3282012-09-0255.82729, 12.56318",2012,2010-2019
S. Schär,1,"5432012-07-2755.03, 12.3",2012,2010-2019
S. Schär,1,"3552013-08-0255.71, 12.6",2013,2010-2019
S. Schär,1,"3552013-08-0255.71062, 12.58211",2013,2010-2019
S. Schär,1,"3552013-08-2755.71, 12.52",2013,2010-2019
S. Schär,3,"3822013-08-0355.57, 12.23",2013,2010-2019
S. Schär,1,"4112013-08-0455.46558, 12.15246",2013,2010-2019
S. Schär,1,"4112013-09-0655.48, 12.13",2013,2010-2019
S. Schär,1,"4122013-08-2855.54868, 12.24579",2013,2010-2019
S. Schär,1,"4382013-08-0355.44, 12.19",2013,2010-2019
S. Schär,1,"4382013-08-2855.45856, 12.18345",2013,2010-2019
EuroAnts,13,"2442014-08-2656.01241, 11.9915",2014,2010-2019
EuroAnts,3,"3262014-08-2655.82071, 12.2371",2014,2010-2019
EuroAnts,3,"3282014-08-2655.8267, 12.5619",2014,2010-2019
S. Schär,2,"2442014-08-2656.03, 11.98",2014,2010-2019
S. Schär,5,"2722014-06-2555.94, 12.03",2014,2010-2019
S. Schär,4,"3012014-04-1855.84, 12.56",2014,2010-2019
S. Schär,1,"3012014-08-2655.84, 12.56",2014,2010-2019
S. Schär,1,"3282014-04-1855.82754, 12.56184",2014,2010-2019
S. Schär,1,"3282014-04-1855.82803, 12.56191",2014,2010-2019
S. Schär,1,"3282014-04-1855.82818, 12.56588",2014,2010-2019
S. Schär,1,"3552014-08-2855.7, 12.56",2014,2010-2019
S. Schär,1,"4112014-03-1155.48, 12.13",2014,2010-2019
S. Schär,1,"4112014-05-1755.48, 12.13",2014,2010-2019
S. Schär,1,"4112014-06-1455.48, 12.13",2014,2010-2019
S. Schär,1,"4112014-10-0455.48, 12.13",2014,2010-2019
S. Schär,1,"4122014-02-2555.48, 12.21",2014,2010-2019
S. Schär,1,"4122014-05-1755.48, 12.21",2014,2010-2019
S. Schär,1,"4122014-06-1555.48, 12.21",2014,2010-2019
S. Schär,1,"4122014-06-1555.48456, 12.20294",2014,2010-2019
S. Schär,2,"4122014-07-0155.48, 12.21",2014,2010-2019
S. Schär,1,"4122014-09-0755.48, 12.21",2014,2010-2019
S. Schär,2,"4122014-09-1755.53, 12.22",2014,2010-2019
S. Schär,1,"4382014-05-2155.44, 12.19",2014,2010-2019
S. Schär,1,"4382014-09-0755.44, 12.19",2014,2010-2019
S. Schär,1,"1652015-06-0756.46139, 10.03968",2015,2010-2019
S. Schär,6,"2452015-08-0256.03, 12.06",2015,2010-2019
S. Schär,2,"2452015-08-0256.07, 12.07",2015,2010-2019
S. Schär,2,"3822015-04-0955.57, 12.23",2015,2010-2019
S. Schär,1,"3822015-07-2655.57, 12.23",2015,2010-2019
S. Schär,1,"4112015-07-2455.48, 12.05",2015,2010-2019
S. Schär,1,"4122015-04-0355.53, 12.22",2015,2010-2019
S. Schär,1,"4122015-04-0855.53, 12.22",2015,2010-2019
S. Schär,1,"4122015-04-0955.53, 12.22",2015,2010-2019
S. Schär,1,"4122015-04-0955.5473, 12.24273",2015,2010-2019
S. Schär,6,"4122015-07-2655.53, 12.22",2015,2010-2019
S. Schär,1,"4902015-04-0555.26, 12.37",2015,2010-2019
EuroAnts,13,"2442017-08-3056.01241, 11.9915",2017,2010-2019
EuroAnts,8,"3282017-08-3055.8267, 12.5619",2017,2010-2019
The Ant Hunt,1,"1002017-06-1556.80504512, 9.846611021",2017,2010-2019
The Ant Hunt,3,"1002017-06-1556.80808377, 9.841117858",2017,2010-2019
The Ant Hunt,1,"1162017-08-2656.66902591, 10.06824886",2017,2010-2019
The Ant Hunt,1,"122017-06-3057.48069159, 10.44525993",2017,2010-2019
The Ant Hunt,2,"1362017-09-2456.54366188, 8.3015468",2017,2010-2019
The Ant Hunt,1,"1402017-08-3156.56209968, 8.99582604",2017,2010-2019
The Ant Hunt,1,"1652017-07-1856.4505325, 10.0558375",2017,2010-2019
The Ant Hunt,1,"1742017-07-1856.31676283, 8.427883387",2017,2010-2019
The Ant Hunt,1,"1872017-09-2556.30120578, 10.47414975",2017,2010-2019
The Ant Hunt,1,"1872017-09-2556.30251109, 10.47437173",2017,2010-2019
The Ant Hunt,2,"1872017-09-2556.30284272, 10.47452526",2017,2010-2019
The Ant Hunt,1,"1872017-09-2556.30297371, 10.47528141",2017,2010-2019
The Ant Hunt,1,"2022017-06-0556.27176274, 10.06549385",2017,2010-2019
The Ant Hunt,1,"2032017-07-0756.24873436, 10.23418599",2017,2010-2019
The Ant Hunt,2,"2052017-07-0456.2157733, 10.58176517",2017,2010-2019
The Ant Hunt,3,"2062017-07-1156.23496244, 10.63310802",2017,2010-2019
The Ant Hunt,1,"2062017-07-2156.21409991, 10.69250225",2017,2010-2019
The Ant Hunt,1,"2062017-08-0856.21887057, 10.73654271",2017,2010-2019
The Ant Hunt,1,"2062017-08-2156.20748371, 10.69050908",2017,2010-2019
The Ant Hunt,1,"2062017-09-0156.22958795, 10.6300199",2017,2010-2019
The Ant Hunt,1,"2142017-07-1956.13391657, 8.90755482",2017,2010-2019
The Ant Hunt,1,"2182017-06-1356.14339378, 9.509682655",2017,2010-2019
The Ant Hunt,1,"22017-06-3057.6564229, 10.4657135",2017,2010-2019
The Ant Hunt,1,"2212017-06-1656.13151523, 10.11961699",2017,2010-2019
The Ant Hunt,1,"2212017-06-1656.13157502, 10.11983156",2017,2010-2019
The Ant Hunt,1,"2222017-08-2656.1720332, 10.16203096",2017,2010-2019
The Ant Hunt,2,"2232017-06-3056.18632003, 10.37448943",2017,2010-2019
The Ant Hunt,2,"2252017-07-0556.14476055, 10.69192082",2017,2010-2019
The Ant Hunt,1,"2252017-07-3156.20279516, 10.68388939",2017,2010-2019
The Ant Hunt,1,"2282017-07-0356.11644506, 12.3126018",2017,2010-2019
The Ant Hunt,1,"2422017-06-1056.10907626, 10.22372782",2017,2010-2019
The Ant Hunt,1,"2422017-09-0956.05131071, 10.24298122",2017,2010-2019
The Ant Hunt,1,"2422017-09-1456.04732282, 10.27091333",2017,2010-2019
The Ant Hunt,1,"2442017-07-2556.00309236, 11.97036548",2017,2010-2019
The Ant Hunt,1,"2442017-08-2556.00246752, 11.9442368",2017,2010-2019
The Ant Hunt,1,"2452017-05-2756.00854198, 12.0158339",2017,2010-2019
The Ant Hunt,1,"2452017-05-2756.01672081, 12.08806694",2017,2010-2019
The Ant Hunt,2,"2452017-06-0156.05490932, 12.05738745",2017,2010-2019
The Ant Hunt,1,"2452017-07-3156.0698916, 12.10644007",2017,2010-2019
The Ant Hunt,2,"2462017-05-2056.08855765, 12.15361118",2017,2010-2019
The Ant Hunt,1,"2472017-09-1656.02215661, 12.29719944",2017,2010-2019
The Ant Hunt,1,"2472017-09-1656.02300204, 12.29611256",2017,2010-2019
The Ant Hunt,1,"2602017-06-2356.02915936, 9.744036198",2017,2010-2019
The Ant Hunt,1,"2612017-07-0555.94805459, 9.9430167",2017,2010-2019
The Ant Hunt,2,"2682017-06-0955.92996244, 11.52235419",2017,2010-2019
The Ant Hunt,1,"2682017-07-1055.92998656, 11.52287838",2017,2010-2019
The Ant Hunt,1,"2682017-07-2855.9249133, 11.52614847",2017,2010-2019
The Ant Hunt,1,"2692017-06-2755.93921629, 11.67382836",2017,2010-2019
The Ant Hunt,1,"2702017-06-0255.94132696, 11.74281836",2017,2010-2019
The Ant Hunt,2,"2702017-07-2455.95271097, 11.75654054",2017,2010-2019
The Ant Hunt,1,"2712017-07-0455.99768373, 11.93495332",2017,2010-2019
The Ant Hunt,2,"2732017-08-2255.94048515, 12.26417818",2017,2010-2019
The Ant Hunt,2,"2732017-08-2255.94049717, 12.26420492",2017,2010-2019
The Ant Hunt,1,"2732017-08-2355.93792093, 12.26521729",2017,2010-2019
The Ant Hunt,1,"2732017-08-2755.94289157, 12.26595104",2017,2010-2019
The Ant Hunt,1,"2732017-08-2855.94277441, 12.26576865",2017,2010-2019
The Ant Hunt,1,"2732017-08-3155.93989929, 12.26644456",2017,2010-2019
The Ant Hunt,1,"2742017-06-0955.97516481, 12.34226489",2017,2010-2019
The Ant Hunt,1,"2742017-06-1055.97390616, 12.34237879",2017,2010-2019
The Ant Hunt,1,"2742017-06-1855.98998241, 12.40049243",2017,2010-2019
The Ant Hunt,3,"2742017-09-1855.95354892, 12.29952693",2017,2010-2019
The Ant Hunt,1,"2752017-06-0855.93406884, 12.50989528",2017,2010-2019
The Ant Hunt,1,"2752017-07-1755.99083455, 12.54093289",2017,2010-2019
The Ant Hunt,1,"282017-08-1657.31221711, 11.14513835",2017,2010-2019
The Ant Hunt,1,"2882017-09-3055.89628681, 10.06779492",2017,2010-2019
The Ant Hunt,3,"2912017-08-0455.90511868, 10.60332656",2017,2010-2019
The Ant Hunt,1,"2942017-07-1855.84795002, 11.51050763",2017,2010-2019
The Ant Hunt,1,"2942017-08-2055.87641026, 11.53882742",2017,2010-2019
The Ant Hunt,3,"2942017-08-2055.87643835, 11.53896689",2017,2010-2019
The Ant Hunt,1,"2982017-06-0355.82177337, 12.0707018",2017,2010-2019
The Ant Hunt,2,"2982017-06-1355.84113894, 12.06267357",2017,2010-2019
The Ant Hunt,1,"2982017-06-1455.84248431, 12.06475496",2017,2010-2019
The Ant Hunt,2,"3002017-07-0555.84136986, 12.4174118",2017,2010-2019
The Ant Hunt,1,"3012017-06-0255.88781595, 12.50488222",2017,2010-2019
The Ant Hunt,1,"3122017-06-1755.79243427, 9.69262002",2017,2010-2019
The Ant Hunt,1,"3172017-08-2555.78719063, 10.53587799",2017,2010-2019
The Ant Hunt,1,"3202017-05-2555.82897885, 11.38988364",2017,2010-2019
The Ant Hunt,2,"322017-07-0957.28087921, 9.949489832",2017,2010-2019
The Ant Hunt,1,"3232017-08-0955.76098837, 11.8295009",2017,2010-2019
The Ant Hunt,1,"3242017-05-1255.81777231, 11.93988478",2017,2010-2019
The Ant Hunt,1,"3272017-06-0455.75363197, 12.39807622",2017,2010-2019
The Ant Hunt,1,"3272017-07-1055.76040002, 12.42828306",2017,2010-2019
The Ant Hunt,1,"3272017-07-2355.79439979, 12.44717457",2017,2010-2019
The Ant Hunt,1,"3272017-08-2555.76614151, 12.40171806",2017,2010-2019
The Ant Hunt,4,"3272017-09-0255.7534811, 12.42527797",2017,2010-2019
The Ant Hunt,1,"3282017-05-2455.76647863, 12.55883932",2017,2010-2019
The Ant Hunt,1,"3282017-06-0255.78735503, 12.46356918",2017,2010-2019
The Ant Hunt,1,"3282017-07-3055.81479537, 12.46674763",2017,2010-2019
The Ant Hunt,2,"3282017-08-1555.75704674, 12.47499438",2017,2010-2019
The Ant Hunt,4,"3282017-08-1755.75704674, 12.47499438",2017,2010-2019
The Ant Hunt,1,"3282017-08-2855.79622836, 12.51411",2017,2010-2019
The Ant Hunt,1,"3282017-08-2855.79634787, 12.52294958",2017,2010-2019
The Ant Hunt,2,"3452017-05-2055.72986014, 10.95543139",2017,2010-2019
The Ant Hunt,2,"3452017-07-1155.70214329, 11.03856786",2017,2010-2019
The Ant Hunt,2,"3502017-07-1855.70325588, 11.84405842",2017,2010-2019
The Ant Hunt,1,"3502017-07-1855.70452722, 11.84239483",2017,2010-2019
The Ant Hunt,1,"3502017-07-1855.70566311, 11.84209013",2017,2010-2019
The Ant Hunt,1,"3512017-07-0955.64789554, 11.93942387",2017,2010-2019
The Ant Hunt,1,"3532017-06-2455.70637069, 12.16277945",2017,2010-2019
The Ant Hunt,1,"3542017-07-1355.70111562, 12.44284788",2017,2010-2019
The Ant Hunt,1,"3552017-05-1755.6908103, 12.58362293",2017,2010-2019
The Ant Hunt,1,"3552017-05-1855.66641957, 12.54175901",2017,2010-2019
The Ant Hunt,1,"3552017-05-2455.69515245, 12.50751233",2017,2010-2019
The Ant Hunt,1,"3552017-05-2755.7010556, 12.57722551",2017,2010-2019
The Ant Hunt,1,"3552017-05-2855.69362627, 12.54173756",2017,2010-2019
The Ant Hunt,1,"3552017-06-0555.70083459, 12.56004989",2017,2010-2019
The Ant Hunt,1,"3552017-06-0555.70117618, 12.56058097",2017,2010-2019
The Ant Hunt,1,"3552017-06-0555.70120641, 12.55984068",2017,2010-2019
The Ant Hunt,1,"3552017-06-0555.7013636, 12.56022692",2017,2010-2019
The Ant Hunt,2,"3552017-06-0555.70204072, 12.55958319",2017,2010-2019
The Ant Hunt,3,"3552017-06-0555.70204072, 12.5596261",2017,2010-2019
The Ant Hunt,2,"3552017-06-0555.702343, 12.56089211",2017,2010-2019
The Ant Hunt,1,"3552017-06-0555.70245913, 12.55872073",2017,2010-2019
The Ant Hunt,1,"3552017-06-0555.7024881, 12.56037712",2017,2010-2019
The Ant Hunt,1,"3552017-06-0555.7026211, 12.56376743",2017,2010-2019
The Ant Hunt,1,"3552017-06-0955.69505178, 12.5534889",2017,2010-2019
The Ant Hunt,1,"3552017-06-1655.66700452, 12.50183702",2017,2010-2019
The Ant Hunt,1,"3552017-06-1755.73510859, 12.56079353",2017,2010-2019
The Ant Hunt,2,"3552017-06-2755.72188067, 12.5074211",2017,2010-2019
The Ant Hunt,1,"3552017-07-0855.66541305, 12.50426173",2017,2010-2019
The Ant Hunt,1,"3552017-07-0855.73345815, 12.53407575",2017,2010-2019
The Ant Hunt,1,"3552017-07-2155.6648765, 12.58322597",2017,2010-2019
The Ant Hunt,1,"3552017-08-0755.68574789, 12.50923276",2017,2010-2019
The Ant Hunt,1,"3552017-08-1455.67682621, 12.56425738",2017,2010-2019
The Ant Hunt,1,"3552017-08-1455.71695857, 12.46584177",2017,2010-2019
The Ant Hunt,1,"3552017-08-1555.71821073, 12.50329113",2017,2010-2019
The Ant Hunt,2,"3552017-08-1555.71922113, 12.50311089",2017,2010-2019
The Ant Hunt,1,"3552017-08-1555.72032155, 12.50112927",2017,2010-2019
The Ant Hunt,1,"3552017-08-1755.72130954, 12.55870879",2017,2010-2019
The Ant Hunt,1,"3552017-08-1755.7213458, 12.55735159",2017,2010-2019
The Ant Hunt,1,"3552017-08-1755.72135788, 12.55878925",2017,2010-2019
The Ant Hunt,1,"3552017-08-1755.72135788, 12.55881071",2017,2010-2019
The Ant Hunt,1,"3552017-08-1755.72136997, 12.55893409",2017,2010-2019
The Ant Hunt,1,"3552017-08-1755.72141831, 12.55748034",2017,2010-2019
The Ant Hunt,1,"3552017-08-2055.69409107, 12.56612456",2017,2010-2019
The Ant Hunt,1,"3552017-08-2355.6706112, 12.55131876",2017,2010-2019
The Ant Hunt,1,"3552017-08-2355.67149033, 12.55125976",2017,2010-2019
The Ant Hunt,1,"3552017-08-2455.68723027, 12.5545857",2017,2010-2019
The Ant Hunt,1,"3552017-08-2455.68747763, 12.55555773",2017,2010-2019
The Ant Hunt,1,"3552017-08-2855.70449687, 12.57745284",2017,2010-2019
The Ant Hunt,1,"3552017-08-3155.73488498, 12.56119287",2017,2010-2019
The Ant Hunt,3,"3552017-09-0355.68903978, 12.54823422",2017,2010-2019
The Ant Hunt,1,"3552017-09-0955.66897309, 12.53921628",2017,2010-2019
The Ant Hunt,1,"3592017-08-3155.62531716, 8.272705078",2017,2010-2019
The Ant Hunt,1,"3592017-08-3155.6290179, 8.275537491",2017,2010-2019
The Ant Hunt,1,"3592017-08-3155.62945836, 8.27287674",2017,2010-2019
The Ant Hunt,1,"3592017-08-3155.63134898, 8.24876622",2017,2010-2019
The Ant Hunt,1,"372017-07-0857.25411764, 10.95037962",2017,2010-2019
The Ant Hunt,1,"3792017-06-1955.59045943, 11.81227264",2017,2010-2019
The Ant Hunt,1,"3802017-06-1455.61932929, 11.94377661",2017,2010-2019
The Ant Hunt,2,"3802017-06-1655.59474952, 11.98264271",2017,2010-2019
The Ant Hunt,1,"3812017-09-0155.63394359, 12.01586366",2017,2010-2019
The Ant Hunt,1,"3832017-06-1055.60076786, 12.3494339",2017,2010-2019
The Ant Hunt,1,"3842017-05-1855.62944507, 12.48807406",2017,2010-2019
The Ant Hunt,1,"3842017-05-3055.61461048, 12.59202719",2017,2010-2019
The Ant Hunt,1,"3842017-06-0455.6182226, 12.60012388",2017,2010-2019
The Ant Hunt,1,"3842017-06-2155.62877067, 12.46548247",2017,2010-2019
The Ant Hunt,1,"3842017-06-2455.62926793, 12.46609747",2017,2010-2019
The Ant Hunt,1,"3842017-07-3155.64409245, 12.56010253",2017,2010-2019
The Ant Hunt,1,"3842017-09-0955.61811556, 12.47434812",2017,2010-2019
The Ant Hunt,1,"3852017-07-1055.59008434, 12.65324593",2017,2010-2019
The Ant Hunt,2,"3882017-06-2755.55455543, 8.210699558",2017,2010-2019
The Ant Hunt,1,"3932017-08-0155.51932884, 9.050113857",2017,2010-2019
The Ant Hunt,1,"3972017-06-2855.50318788, 9.72746546",2017,2010-2019
The Ant Hunt,1,"3972017-08-1255.49833854, 9.734919369",2017,2010-2019
The Ant Hunt,2,"4052017-06-0555.52256861, 11.19475625",2017,2010-2019
The Ant Hunt,2,"4052017-06-1455.52256861, 11.19475625",2017,2010-2019
The Ant Hunt,1,"4072017-08-1255.52017217, 11.48815154",2017,2010-2019
The Ant Hunt,1,"4082017-08-0955.55072508, 11.58466466",2017,2010-2019
The Ant Hunt,4,"4082017-08-0955.55111979, 11.58477568",2017,2010-2019
The Ant Hunt,1,"4142017-07-0955.43651498, 8.362340927",2017,2010-2019
The Ant Hunt,1,"4152017-06-3055.4178407, 8.387696743",2017,2010-2019
The Ant Hunt,1,"4152017-06-3055.44216097, 8.378512859",2017,2010-2019
The Ant Hunt,3,"4152017-06-3055.44326553, 8.394911885",2017,2010-2019
The Ant Hunt,1,"4152017-07-0155.41082067, 8.39068111",2017,2010-2019
The Ant Hunt,1,"4152017-07-0155.43966572, 8.381903172",2017,2010-2019
The Ant Hunt,1,"4152017-07-0355.44338927, 8.39674294",2017,2010-2019
The Ant Hunt,2,"4152017-07-0455.41630611, 8.392385244",2017,2010-2019
The Ant Hunt,1,"4262017-06-0255.45296382, 10.19065261",2017,2010-2019
The Ant Hunt,2,"4262017-06-3055.4895944, 10.25370955",2017,2010-2019
The Ant Hunt,1,"4342017-06-2055.38083951, 11.55857921",2017,2010-2019
The Ant Hunt,1,"4352017-05-2555.44694717, 11.83202595",2017,2010-2019
The Ant Hunt,2,"4362017-09-2455.40655661, 11.88459737",2017,2010-2019
The Ant Hunt,2,"4362017-09-2655.40655661, 11.88459737",2017,2010-2019
The Ant Hunt,1,"442017-07-0457.14467401, 9.35299995",2017,2010-2019
The Ant Hunt,2,"4422017-06-0255.40127365, 8.802984953",2017,2010-2019
The Ant Hunt,1,"4422017-08-1655.32641116, 8.76044191",2017,2010-2019
The Ant Hunt,1,"4522017-07-3055.37943854, 10.35804614",2017,2010-2019
The Ant Hunt,2,"4522017-09-2655.38235659, 10.41060126",2017,2010-2019
The Ant Hunt,2,"4572017-07-3055.38123062, 11.20043457",2017,2010-2019
The Ant Hunt,1,"4602017-06-2055.37666404, 11.54498577",2017,2010-2019
The Ant Hunt,1,"4672017-09-0155.29394312, 8.668899536",2017,2010-2019
The Ant Hunt,1,"4732017-05-2755.2589319, 9.485589601",2017,2010-2019
The Ant Hunt,2,"4942017-07-0855.15713879, 8.552366036",2017,2010-2019
The Ant Hunt,2,"5052017-07-0855.18017868, 10.25902033",2017,2010-2019
The Ant Hunt,3,"5092017-08-0855.15668414, 10.94985008",2017,2010-2019
The Ant Hunt,1,"5162017-08-2855.11646497, 12.05471635",2017,2010-2019
The Ant Hunt,2,"5222017-07-2555.12916526, 8.547916018",2017,2010-2019
The Ant Hunt,1,"5322017-07-0555.09661491, 10.23918808",2017,2010-2019
The Ant Hunt,1,"5322017-07-0555.13028493, 10.21135768",2017,2010-2019
The Ant Hunt,1,"5322017-08-1255.09148393, 10.24977853",2017,2010-2019
The Ant Hunt,1,"5332017-06-1055.08266932, 10.37900903",2017,2010-2019
The Ant Hunt,1,"5332017-07-0555.09325803, 10.25700719",2017,2010-2019
The Ant Hunt,1,"5422017-07-0555.10002343, 12.12664523",2017,2010-2019
